region,date,consumption
Bourgogne-Franche-Comté,2016-02-12,3246
Bourgogne-Franche-Comté,2016-02-13,2751
Bourgogne-Franche-Comté,2016-02-14,2523
Bourgogne-Franche-Comté,2016-02-15,3159
Bourgogne-Franche-Comté,2016-02-16,3323
Bourgogne-Franche-Comté,2016-02-17,3332
Bourgogne-Franche-Comté,2016-02-18,3302
Bourgogne-Franche-Comté,2016-02-19,3180
Bourgogne-Franche-Comté,2016-02-20,2928
Bourgogne-Franche-Comté,2016-02-21,2458
Bourgogne-Franche-Comté,2016-02-22,2796
Bourgogne-Franche-Comté,2016-02-23,2953
Bourgogne-Franche-Comté,2016-02-24,3106
Bourgogne-Franche-Comté,2016-02-25,3110
Bourgogne-Franche-Comté,2016-02-26,3090
Bourgogne-Franche-Comté,2016-02-27,2808
Bourgogne-Franche-Comté,2016-02-28,2666
Bourgogne-Franche-Comté,2016-02-29,3203
Bourgogne-Franche-Comté,2016-03-01,3250
Bourgogne-Franche-Comté,2016-03-02,3198
Bourgogne-Franche-Comté,2016-03-03,3280
Bourgogne-Franche-Comté,2016-03-04,3209
Bourgogne-Franche-Comté,2016-03-05,2787
Bourgogne-Franche-Comté,2016-03-06,2704
Bourgogne-Franche-Comté,2016-03-07,3217
Bourgogne-Franche-Comté,2016-03-08,3279
Bourgogne-Franche-Comté,2016-03-09,3251
Bourgogne-Franche-Comté,2016-03-10,3074
Bourgogne-Franche-Comté,2016-03-11,2948
Bourgogne-Franche-Comté,2016-03-12,2624
Bourgogne-Franche-Comté,2016-03-13,2531
Bourgogne-Franche-Comté,2016-03-14,2890
Bourgogne-Franche-Comté,2016-03-15,2963
Bourgogne-Franche-Comté,2016-03-16,3137
Bourgogne-Franche-Comté,2016-03-17,2995
Bourgogne-Franche-Comté,2016-03-18,2844
Bourgogne-Franche-Comté,2016-03-19,2469
Bourgogne-Franche-Comté,2016-03-20,2339
Bourgogne-Franche-Comté,2016-03-21,2795
Bourgogne-Franche-Comté,2016-03-22,2866
Bourgogne-Franche-Comté,2016-03-23,2946
Bourgogne-Franche-Comté,2016-03-24,2901
Bourgogne-Franche-Comté,2016-03-25,2940
Bourgogne-Franche-Comté,2016-03-26,2367
Bourgogne-Franche-Comté,2016-03-27,2238
Bourgogne-Franche-Comté,2016-03-28,2331
Bourgogne-Franche-Comté,2016-03-29,2649
Bourgogne-Franche-Comté,2016-03-30,2630
Bourgogne-Franche-Comté,2016-03-31,2525
Bourgogne-Franche-Comté,2016-04-01,2712
Bourgogne-Franche-Comté,2016-04-02,2380
Bourgogne-Franche-Comté,2016-04-03,2102
Bourgogne-Franche-Comté,2016-04-04,2511
Bourgogne-Franche-Comté,2016-04-05,2588
Bourgogne-Franche-Comté,2016-04-06,2723
Bourgogne-Franche-Comté,2016-04-07,2583
Bourgogne-Franche-Comté,2016-04-08,2640
Bourgogne-Franche-Comté,2016-04-09,2236
Bourgogne-Franche-Comté,2016-04-10,1948
Bourgogne-Franche-Comté,2016-04-11,2335
Bourgogne-Franche-Comté,2016-04-12,2408
Bourgogne-Franche-Comté,2016-04-13,2425
Bourgogne-Franche-Comté,2016-04-14,2404
Bourgogne-Franche-Comté,2016-04-15,2372
Bourgogne-Franche-Comté,2016-04-16,2040
Bourgogne-Franche-Comté,2016-04-17,1972
Bourgogne-Franche-Comté,2016-04-18,2462
Bourgogne-Franche-Comté,2016-04-19,2493
Bourgogne-Franche-Comté,2016-04-20,2375
Bourgogne-Franche-Comté,2016-04-21,2301
Bourgogne-Franche-Comté,2016-04-22,2240
Bourgogne-Franche-Comté,2016-04-23,2096
Bourgogne-Franche-Comté,2016-04-24,2084
Bourgogne-Franche-Comté,2016-04-25,2705
Bourgogne-Franche-Comté,2016-04-26,2778
Bourgogne-Franche-Comté,2016-04-27,2834
Bourgogne-Franche-Comté,2016-04-28,2725
Bourgogne-Franche-Comté,2016-04-29,2619
Bourgogne-Franche-Comté,2016-04-30,2286
Bourgogne-Franche-Comté,2016-05-01,2205
Bourgogne-Franche-Comté,2016-05-02,2492
Bourgogne-Franche-Comté,2016-05-03,2523
Bourgogne-Franche-Comté,2016-05-04,2474
Bourgogne-Franche-Comté,2016-05-05,1981
Bourgogne-Franche-Comté,2016-05-06,2003
Bourgogne-Franche-Comté,2016-05-07,1832
Bourgogne-Franche-Comté,2016-05-08,1706
Bourgogne-Franche-Comté,2016-05-09,2180
Bourgogne-Franche-Comté,2016-05-10,2283
Bourgogne-Franche-Comté,2016-05-11,2296
Bourgogne-Franche-Comté,2016-05-12,2362
Bourgogne-Franche-Comté,2016-05-13,2330
Bourgogne-Franche-Comté,2016-05-14,2024
Bourgogne-Franche-Comté,2016-05-15,1855
Bourgogne-Franche-Comté,2016-05-16,1994
Bourgogne-Franche-Comté,2016-05-17,2321
Bourgogne-Franche-Comté,2016-05-18,2338
Bourgogne-Franche-Comté,2016-05-19,2379
Bourgogne-Franche-Comté,2016-05-20,2348
Bourgogne-Franche-Comté,2016-05-21,1908
Bourgogne-Franche-Comté,2016-05-22,1745
Bourgogne-Franche-Comté,2016-05-23,2302
Bourgogne-Franche-Comté,2016-05-24,2346
Bourgogne-Franche-Comté,2016-05-25,2253
Bourgogne-Franche-Comté,2016-05-26,2161
Bourgogne-Franche-Comté,2016-05-27,2101
Bourgogne-Franche-Comté,2016-05-28,1780
Bourgogne-Franche-Comté,2016-05-29,1610
Bourgogne-Franche-Comté,2016-05-30,2143
Bourgogne-Franche-Comté,2016-05-31,2298
Bourgogne-Franche-Comté,2016-06-01,2203
Bourgogne-Franche-Comté,2016-06-02,2250
Bourgogne-Franche-Comté,2016-06-03,2232
Bourgogne-Franche-Comté,2016-06-04,1832
Bourgogne-Franche-Comté,2016-06-05,1647
Bourgogne-Franche-Comté,2016-06-06,2048
Bourgogne-Franche-Comté,2016-06-07,2116
Bourgogne-Franche-Comté,2016-06-08,2130
Bourgogne-Franche-Comté,2016-06-09,2130
Bourgogne-Franche-Comté,2016-06-10,2101
Bourgogne-Franche-Comté,2016-06-11,1807
Bourgogne-Franche-Comté,2016-06-12,1675
Bourgogne-Franche-Comté,2016-06-13,2124
Bourgogne-Franche-Comté,2016-06-14,2239
Bourgogne-Franche-Comté,2016-06-15,2263
Bourgogne-Franche-Comté,2016-06-16,2236
Bourgogne-Franche-Comté,2016-06-17,2221
Bourgogne-Franche-Comté,2016-06-18,1884
Bourgogne-Franche-Comté,2016-06-19,1706
Bourgogne-Franche-Comté,2016-06-20,2162
Bourgogne-Franche-Comté,2016-06-21,2290
Bourgogne-Franche-Comté,2016-06-22,2279
Bourgogne-Franche-Comté,2016-06-23,2229
Bourgogne-Franche-Comté,2016-06-24,2196
Bourgogne-Franche-Comté,2016-06-25,1804
Bourgogne-Franche-Comté,2016-06-26,1645
Bourgogne-Franche-Comté,2016-06-27,2121
Bourgogne-Franche-Comté,2016-06-28,2224
Bourgogne-Franche-Comté,2016-06-29,2264
Bourgogne-Franche-Comté,2016-06-30,2255
Bourgogne-Franche-Comté,2016-07-01,2201
Bourgogne-Franche-Comté,2016-07-02,1833
Bourgogne-Franche-Comté,2016-07-03,1650
Bourgogne-Franche-Comté,2016-07-04,2077
Bourgogne-Franche-Comté,2016-07-05,2174
Bourgogne-Franche-Comté,2016-07-06,2165
Bourgogne-Franche-Comté,2016-07-07,2171
Bourgogne-Franche-Comté,2016-07-08,2213
Bourgogne-Franche-Comté,2016-07-09,1894
Bourgogne-Franche-Comté,2016-07-10,1726
Bourgogne-Franche-Comté,2016-07-11,2162
Bourgogne-Franche-Comté,2016-07-12,2223
Bourgogne-Franche-Comté,2016-07-13,2187
Bourgogne-Franche-Comté,2016-07-14,1787
Bourgogne-Franche-Comté,2016-07-15,1967
Bourgogne-Franche-Comté,2016-07-16,1803
Bourgogne-Franche-Comté,2016-07-17,1675
Bourgogne-Franche-Comté,2016-07-18,2146
Bourgogne-Franche-Comté,2016-07-19,2271
Bourgogne-Franche-Comté,2016-07-20,2292
Bourgogne-Franche-Comté,2016-07-21,2285
Bourgogne-Franche-Comté,2016-07-22,2198
Bourgogne-Franche-Comté,2016-07-23,1832
Bourgogne-Franche-Comté,2016-07-24,1656
Bourgogne-Franche-Comté,2016-07-25,2035
Bourgogne-Franche-Comté,2016-07-26,2109
Bourgogne-Franche-Comté,2016-07-27,2105
Bourgogne-Franche-Comté,2016-07-28,2095
Bourgogne-Franche-Comté,2016-07-29,2057
Bourgogne-Franche-Comté,2016-07-30,1782
Bourgogne-Franche-Comté,2016-07-31,1610
Bourgogne-Franche-Comté,2016-08-01,1867
Bourgogne-Franche-Comté,2016-08-02,1910
Bourgogne-Franche-Comté,2016-08-03,1928
Bourgogne-Franche-Comté,2016-08-04,1963
Bourgogne-Franche-Comté,2016-08-05,1881
Bourgogne-Franche-Comté,2016-08-06,1667
Bourgogne-Franche-Comté,2016-08-07,1555
Bourgogne-Franche-Comté,2016-08-08,1793
Bourgogne-Franche-Comté,2016-08-09,1820
Bourgogne-Franche-Comté,2016-08-10,1795
Bourgogne-Franche-Comté,2016-08-11,1820
Bourgogne-Franche-Comté,2016-08-12,1833
Bourgogne-Franche-Comté,2016-08-13,1699
Bourgogne-Franche-Comté,2016-08-14,1588
Bourgogne-Franche-Comté,2016-08-15,1626
Bourgogne-Franche-Comté,2016-08-16,1917
Bourgogne-Franche-Comté,2016-08-17,1939
Bourgogne-Franche-Comté,2016-08-18,1974
Bourgogne-Franche-Comté,2016-08-19,1965
Bourgogne-Franche-Comté,2016-08-20,1789
Bourgogne-Franche-Comté,2016-08-21,1631
Bourgogne-Franche-Comté,2016-08-22,2026
Bourgogne-Franche-Comté,2016-08-23,2145
Bourgogne-Franche-Comté,2016-08-24,2205
Bourgogne-Franche-Comté,2016-08-25,2254
Bourgogne-Franche-Comté,2016-08-26,2275
Bourgogne-Franche-Comté,2016-08-27,1962
Bourgogne-Franche-Comté,2016-08-28,1785
Bourgogne-Franche-Comté,2016-08-29,2168
Bourgogne-Franche-Comté,2016-08-30,2287
Bourgogne-Franche-Comté,2016-08-31,2309
Bourgogne-Franche-Comté,2016-09-01,2299
Bourgogne-Franche-Comté,2016-09-02,2254
Bourgogne-Franche-Comté,2016-09-03,1912
Bourgogne-Franche-Comté,2016-09-04,1758
Bourgogne-Franche-Comté,2016-09-05,2199
Bourgogne-Franche-Comté,2016-09-06,2268
Bourgogne-Franche-Comté,2016-09-07,2245
Bourgogne-Franche-Comté,2016-09-08,2273
Bourgogne-Franche-Comté,2016-09-09,2248
Bourgogne-Franche-Comté,2016-09-10,1892
Bourgogne-Franche-Comté,2016-09-11,1740
Bourgogne-Franche-Comté,2016-09-12,2180
Bourgogne-Franche-Comté,2016-09-13,2281
Bourgogne-Franche-Comté,2016-09-14,2285
Bourgogne-Franche-Comté,2016-09-15,2285
Bourgogne-Franche-Comté,2016-09-16,2233
Bourgogne-Franche-Comté,2016-09-17,1920
Bourgogne-Franche-Comté,2016-09-18,1813
Bourgogne-Franche-Comté,2016-09-19,2182
Bourgogne-Franche-Comté,2016-09-20,2269
Bourgogne-Franche-Comté,2016-09-21,2278
Bourgogne-Franche-Comté,2016-09-22,2284
Bourgogne-Franche-Comté,2016-09-23,2214
Bourgogne-Franche-Comté,2016-09-24,1877
Bourgogne-Franche-Comté,2016-09-25,1746
Bourgogne-Franche-Comté,2016-09-26,2167
Bourgogne-Franche-Comté,2016-09-27,2261
Bourgogne-Franche-Comté,2016-09-28,2249
Bourgogne-Franche-Comté,2016-09-29,2220
Bourgogne-Franche-Comté,2016-09-30,2209
Bourgogne-Franche-Comté,2016-10-01,1906
Bourgogne-Franche-Comté,2016-10-02,1765
Bourgogne-Franche-Comté,2016-10-03,2222
Bourgogne-Franche-Comté,2016-10-04,2360
Bourgogne-Franche-Comté,2016-10-05,2415
Bourgogne-Franche-Comté,2016-10-06,2412
Bourgogne-Franche-Comté,2016-10-07,2382
Bourgogne-Franche-Comté,2016-10-08,2109
Bourgogne-Franche-Comté,2016-10-09,2040
Bourgogne-Franche-Comté,2016-10-10,2541
Bourgogne-Franche-Comté,2016-10-11,2619
Bourgogne-Franche-Comté,2016-10-12,2719
Bourgogne-Franche-Comté,2016-10-13,2762
Bourgogne-Franche-Comté,2016-10-14,2673
Bourgogne-Franche-Comté,2016-10-15,2208
Bourgogne-Franche-Comté,2016-10-16,2086
Bourgogne-Franche-Comté,2016-10-17,2534
Bourgogne-Franche-Comté,2016-10-18,2603
Bourgogne-Franche-Comté,2016-10-19,2628
Bourgogne-Franche-Comté,2016-10-20,2709
Bourgogne-Franche-Comté,2016-10-21,2690
Bourgogne-Franche-Comté,2016-10-22,2403
Bourgogne-Franche-Comté,2016-10-23,2256
Bourgogne-Franche-Comté,2016-10-24,2544
Bourgogne-Franche-Comté,2016-10-25,2590
Bourgogne-Franche-Comté,2016-10-26,2616
Bourgogne-Franche-Comté,2016-10-27,2637
Bourgogne-Franche-Comté,2016-10-28,2676
Bourgogne-Franche-Comté,2016-10-29,2361
Bourgogne-Franche-Comté,2016-10-30,2170
Bourgogne-Franche-Comté,2016-10-31,2435
Bourgogne-Franche-Comté,2016-11-01,2291
Bourgogne-Franche-Comté,2016-11-02,2745
Bourgogne-Franche-Comté,2016-11-03,2886
Bourgogne-Franche-Comté,2016-11-04,2941
Bourgogne-Franche-Comté,2016-11-05,2481
Bourgogne-Franche-Comté,2016-11-06,2385
Bourgogne-Franche-Comté,2016-11-07,2971
Bourgogne-Franche-Comté,2016-11-08,3151
Bourgogne-Franche-Comté,2016-11-09,3241
Bourgogne-Franche-Comté,2016-11-10,3085
Bourgogne-Franche-Comté,2016-11-11,2636
Bourgogne-Franche-Comté,2016-11-12,2691
Bourgogne-Franche-Comté,2016-11-13,2576
Bourgogne-Franche-Comté,2016-11-14,3055
Bourgogne-Franche-Comté,2016-11-15,3178
Bourgogne-Franche-Comté,2016-11-16,3111
Bourgogne-Franche-Comté,2016-11-17,3006
Bourgogne-Franche-Comté,2016-11-18,2938
Bourgogne-Franche-Comté,2016-11-19,2614
Bourgogne-Franche-Comté,2016-11-20,2396
Bourgogne-Franche-Comté,2016-11-21,2728
Bourgogne-Franche-Comté,2016-11-22,2884
Bourgogne-Franche-Comté,2016-11-23,2860
Bourgogne-Franche-Comté,2016-11-24,2910
Bourgogne-Franche-Comté,2016-11-25,2907
Bourgogne-Franche-Comté,2016-11-26,2522
Bourgogne-Franche-Comté,2016-11-27,2419
Bourgogne-Franche-Comté,2016-11-28,2985
Bourgogne-Franche-Comté,2016-11-29,3233
Bourgogne-Franche-Comté,2016-11-30,3262
Bourgogne-Franche-Comté,2016-12-01,3332
Bourgogne-Franche-Comté,2016-12-02,3320
Bourgogne-Franche-Comté,2016-12-03,3005
Bourgogne-Franche-Comté,2016-12-04,2848
Bourgogne-Franche-Comté,2016-12-05,3229
Bourgogne-Franche-Comté,2016-12-06,3333
Bourgogne-Franche-Comté,2016-12-07,3421
Bourgogne-Franche-Comté,2016-12-08,3421
Bourgogne-Franche-Comté,2016-12-09,3367
Bourgogne-Franche-Comté,2016-12-10,3073
Bourgogne-Franche-Comté,2016-12-11,2972
Bourgogne-Franche-Comté,2016-12-12,3282
Bourgogne-Franche-Comté,2016-12-13,3399
Bourgogne-Franche-Comté,2016-12-14,3371
Bourgogne-Franche-Comté,2016-12-15,3400
Bourgogne-Franche-Comté,2016-12-16,3316
Bourgogne-Franche-Comté,2016-12-17,3025
Bourgogne-Franche-Comté,2016-12-18,2996
Bourgogne-Franche-Comté,2016-12-19,3345
Bourgogne-Franche-Comté,2016-12-20,3332
Bourgogne-Franche-Comté,2016-12-21,3344
Bourgogne-Franche-Comté,2016-12-22,3260
Bourgogne-Franche-Comté,2016-12-23,2964
Bourgogne-Franche-Comté,2016-12-24,2652
Bourgogne-Franche-Comté,2016-12-25,2477
Bourgogne-Franche-Comté,2016-12-26,2643
Bourgogne-Franche-Comté,2016-12-27,2810
Bourgogne-Franche-Comté,2016-12-28,2938
Bourgogne-Franche-Comté,2016-12-29,3033
Bourgogne-Franche-Comté,2016-12-30,3159
Bourgogne-Franche-Comté,2016-12-31,3102
Bourgogne-Franche-Comté,2017-01-01,2961
Bourgogne-Franche-Comté,2017-01-02,3208
Bourgogne-Franche-Comté,2017-01-03,3510
Bourgogne-Franche-Comté,2017-01-04,3656
Bourgogne-Franche-Comté,2017-01-05,3599
Bourgogne-Franche-Comté,2017-01-06,3733
Bourgogne-Franche-Comté,2017-01-07,3496
Bourgogne-Franche-Comté,2017-01-08,3197
Bourgogne-Franche-Comté,2017-01-09,3560
Bourgogne-Franche-Comté,2017-01-10,3561
Bourgogne-Franche-Comté,2017-01-11,3457
Bourgogne-Franche-Comté,2017-01-12,3373
Bourgogne-Franche-Comté,2017-01-13,3466
Bourgogne-Franche-Comté,2017-01-14,3164
Bourgogne-Franche-Comté,2017-01-15,3070
Bourgogne-Franche-Comté,2017-01-16,3493
Bourgogne-Franche-Comté,2017-01-17,3805
Bourgogne-Franche-Comté,2017-01-18,3891
Bourgogne-Franche-Comté,2017-01-19,3899
Bourgogne-Franche-Comté,2017-01-20,3853
Bourgogne-Franche-Comté,2017-01-21,3505
Bourgogne-Franche-Comté,2017-01-22,3332
Bourgogne-Franche-Comté,2017-01-23,3739
Bourgogne-Franche-Comté,2017-01-24,3934
Bourgogne-Franche-Comté,2017-01-25,3918
Bourgogne-Franche-Comté,2017-01-26,3916
Bourgogne-Franche-Comté,2017-01-27,3732
Bourgogne-Franche-Comté,2017-01-28,3140
Bourgogne-Franche-Comté,2017-01-29,2911
Bourgogne-Franche-Comté,2017-01-30,3349
Bourgogne-Franche-Comté,2017-01-31,3143
Bourgogne-Franche-Comté,2017-02-01,3064
Bourgogne-Franche-Comté,2017-02-02,3026
Bourgogne-Franche-Comté,2017-02-03,3024
Bourgogne-Franche-Comté,2017-02-04,2819
Bourgogne-Franche-Comté,2017-02-05,2677
Bourgogne-Franche-Comté,2017-02-06,3146
Bourgogne-Franche-Comté,2017-02-07,3266
Bourgogne-Franche-Comté,2017-02-08,3250
Bourgogne-Franche-Comté,2017-02-09,3251
Bourgogne-Franche-Comté,2017-02-10,3255
Bourgogne-Franche-Comté,2017-02-11,2967
Bourgogne-Franche-Comté,2017-02-12,2701
Bourgogne-Franche-Comté,2017-02-13,3115
Bourgogne-Franche-Comté,2017-02-14,3105
Bourgogne-Franche-Comté,2017-02-15,3067
Bourgogne-Franche-Comté,2017-02-16,2997
Bourgogne-Franche-Comté,2017-02-17,2945
Bourgogne-Franche-Comté,2017-02-18,2680
Bourgogne-Franche-Comté,2017-02-19,2562
Bourgogne-Franche-Comté,2017-02-20,2999
Bourgogne-Franche-Comté,2017-02-21,2955
Bourgogne-Franche-Comté,2017-02-22,2965
Bourgogne-Franche-Comté,2017-02-23,2970
Bourgogne-Franche-Comté,2017-02-24,2921
Bourgogne-Franche-Comté,2017-02-25,2677
Bourgogne-Franche-Comté,2017-02-26,2501
Bourgogne-Franche-Comté,2017-02-27,2860
Bourgogne-Franche-Comté,2017-02-28,3066
Bourgogne-Franche-Comté,2017-03-01,3134
Bourgogne-Franche-Comté,2017-03-02,2920
Bourgogne-Franche-Comté,2017-03-03,2846
Bourgogne-Franche-Comté,2017-03-04,2505
Bourgogne-Franche-Comté,2017-03-05,2522
Bourgogne-Franche-Comté,2017-03-06,3050
Bourgogne-Franche-Comté,2017-03-07,3112
Bourgogne-Franche-Comté,2017-03-08,3156
Bourgogne-Franche-Comté,2017-03-09,2925
Bourgogne-Franche-Comté,2017-03-10,2694
Bourgogne-Franche-Comté,2017-03-11,2343
Bourgogne-Franche-Comté,2017-03-12,2140
Bourgogne-Franche-Comté,2017-03-13,2540
Bourgogne-Franche-Comté,2017-03-14,2635
Bourgogne-Franche-Comté,2017-03-15,2659
Bourgogne-Franche-Comté,2017-03-16,2580
Bourgogne-Franche-Comté,2017-03-17,2529
Bourgogne-Franche-Comté,2017-03-18,2341
Bourgogne-Franche-Comté,2017-03-19,2133
Bourgogne-Franche-Comté,2017-03-20,2529
Bourgogne-Franche-Comté,2017-03-21,2686
Bourgogne-Franche-Comté,2017-03-22,2743
Bourgogne-Franche-Comté,2017-03-23,2741
Bourgogne-Franche-Comté,2017-03-24,2668
Bourgogne-Franche-Comté,2017-03-25,2270
Bourgogne-Franche-Comté,2017-03-26,2044
Bourgogne-Franche-Comté,2017-03-27,2418
Bourgogne-Franche-Comté,2017-03-28,2442
Bourgogne-Franche-Comté,2017-03-29,2415
Bourgogne-Franche-Comté,2017-03-30,2416
Bourgogne-Franche-Comté,2017-03-31,2344
Bourgogne-Franche-Comté,2017-04-01,2079
Bourgogne-Franche-Comté,2017-04-02,1975
Bourgogne-Franche-Comté,2017-04-03,2393
Bourgogne-Franche-Comté,2017-04-04,2405
Bourgogne-Franche-Comté,2017-04-05,2372
Bourgogne-Franche-Comté,2017-04-06,2426
Bourgogne-Franche-Comté,2017-04-07,2443
Bourgogne-Franche-Comté,2017-04-08,2055
Bourgogne-Franche-Comté,2017-04-09,1837
Bourgogne-Franche-Comté,2017-04-10,2279
Bourgogne-Franche-Comté,2017-04-11,2400
Bourgogne-Franche-Comté,2017-04-12,2465
Bourgogne-Franche-Comté,2017-04-13,2414
Bourgogne-Franche-Comté,2017-04-14,2397
Bourgogne-Franche-Comté,2017-04-15,2087
Bourgogne-Franche-Comté,2017-04-16,1920
Bourgogne-Franche-Comté,2017-04-17,2009
Bourgogne-Franche-Comté,2017-04-18,2471
Bourgogne-Franche-Comté,2017-04-19,2695
Bourgogne-Franche-Comté,2017-04-20,2717
Bourgogne-Franche-Comté,2017-04-21,2600
Bourgogne-Franche-Comté,2017-04-22,2191
Bourgogne-Franche-Comté,2017-04-23,1985
Bourgogne-Franche-Comté,2017-04-24,2367
Bourgogne-Franche-Comté,2017-04-25,2504
Bourgogne-Franche-Comté,2017-04-26,2747
Bourgogne-Franche-Comté,2017-04-27,2778
Bourgogne-Franche-Comté,2017-04-28,2700
Bourgogne-Franche-Comté,2017-04-29,2280
Bourgogne-Franche-Comté,2017-04-30,2043
Bourgogne-Franche-Comté,2017-05-01,2022
Bourgogne-Franche-Comté,2017-05-02,2566
Bourgogne-Franche-Comté,2017-05-03,2644
Bourgogne-Franche-Comté,2017-05-04,2637
Bourgogne-Franche-Comté,2017-05-05,2518
Bourgogne-Franche-Comté,2017-05-06,2178
Bourgogne-Franche-Comté,2017-05-07,2033
Bourgogne-Franche-Comté,2017-05-08,2116
Bourgogne-Franche-Comté,2017-05-09,2452
Bourgogne-Franche-Comté,2017-05-10,2467
Bourgogne-Franche-Comté,2017-05-11,2458
Bourgogne-Franche-Comté,2017-05-12,2421
Bourgogne-Franche-Comté,2017-05-13,2036
Bourgogne-Franche-Comté,2017-05-14,1799
Bourgogne-Franche-Comté,2017-05-15,2208
Bourgogne-Franche-Comté,2017-05-16,2276
Bourgogne-Franche-Comté,2017-05-17,2264
Bourgogne-Franche-Comté,2017-05-18,2276
Bourgogne-Franche-Comté,2017-05-19,2287
Bourgogne-Franche-Comté,2017-05-20,1944
Bourgogne-Franche-Comté,2017-05-21,1769
Bourgogne-Franche-Comté,2017-05-22,2176
Bourgogne-Franche-Comté,2017-05-23,2223
Bourgogne-Franche-Comté,2017-05-24,2193
Bourgogne-Franche-Comté,2017-05-25,1851
Bourgogne-Franche-Comté,2017-05-26,1961
Bourgogne-Franche-Comté,2017-05-27,1815
Bourgogne-Franche-Comté,2017-05-28,1711
Bourgogne-Franche-Comté,2017-05-29,2180
Bourgogne-Franche-Comté,2017-05-30,2261
Bourgogne-Franche-Comté,2017-05-31,2252
Bourgogne-Franche-Comté,2017-06-01,2232
Bourgogne-Franche-Comté,2017-06-02,2213
Bourgogne-Franche-Comté,2017-06-03,1859
Bourgogne-Franche-Comté,2017-06-04,1642
Bourgogne-Franche-Comté,2017-06-05,1743
Bourgogne-Franche-Comté,2017-06-06,2179
Bourgogne-Franche-Comté,2017-06-07,2242
Bourgogne-Franche-Comté,2017-06-08,2233
Bourgogne-Franche-Comté,2017-06-09,2201
Bourgogne-Franche-Comté,2017-06-10,1836
Bourgogne-Franche-Comté,2017-06-11,1667
Bourgogne-Franche-Comté,2017-06-12,2135
Bourgogne-Franche-Comté,2017-06-13,2244
Bourgogne-Franche-Comté,2017-06-14,2239
Bourgogne-Franche-Comté,2017-06-15,2270
Bourgogne-Franche-Comté,2017-06-16,2220
Bourgogne-Franche-Comté,2017-06-17,1848
Bourgogne-Franche-Comté,2017-06-18,1697
Bourgogne-Franche-Comté,2017-06-19,2185
Bourgogne-Franche-Comté,2017-06-20,2319
Bourgogne-Franche-Comté,2017-06-21,2364
Bourgogne-Franche-Comté,2017-06-22,2399
Bourgogne-Franche-Comté,2017-06-23,2332
Bourgogne-Franche-Comté,2017-06-24,1924
Bourgogne-Franche-Comté,2017-06-25,1724
Bourgogne-Franche-Comté,2017-06-26,2175
Bourgogne-Franche-Comté,2017-06-27,2247
Bourgogne-Franche-Comté,2017-06-28,2216
Bourgogne-Franche-Comté,2017-06-29,2199
Bourgogne-Franche-Comté,2017-06-30,2171
Bourgogne-Franche-Comté,2017-07-01,1895
Bourgogne-Franche-Comté,2017-07-02,1737
Bourgogne-Franche-Comté,2017-07-03,2147
Bourgogne-Franche-Comté,2017-07-04,2277
Bourgogne-Franche-Comté,2017-07-05,2305
Bourgogne-Franche-Comté,2017-07-06,2344
Bourgogne-Franche-Comté,2017-07-07,2334
Bourgogne-Franche-Comté,2017-07-08,1998
Bourgogne-Franche-Comté,2017-07-09,1783
Bourgogne-Franche-Comté,2017-07-10,2182
Bourgogne-Franche-Comté,2017-07-11,2262
Bourgogne-Franche-Comté,2017-07-12,2291
Bourgogne-Franche-Comté,2017-07-13,2257
Bourgogne-Franche-Comté,2017-07-14,1865
Bourgogne-Franche-Comté,2017-07-15,1790
Bourgogne-Franche-Comté,2017-07-16,1713
Bourgogne-Franche-Comté,2017-07-17,2176
Bourgogne-Franche-Comté,2017-07-18,2325
Bourgogne-Franche-Comté,2017-07-19,2332
Bourgogne-Franche-Comté,2017-07-20,2273
Bourgogne-Franche-Comté,2017-07-21,2227
Bourgogne-Franche-Comté,2017-07-22,1894
Bourgogne-Franche-Comté,2017-07-23,1710
Bourgogne-Franche-Comté,2017-07-24,2078
Bourgogne-Franche-Comté,2017-07-25,2170
Bourgogne-Franche-Comté,2017-07-26,2143
Bourgogne-Franche-Comté,2017-07-27,2162
Bourgogne-Franche-Comté,2017-07-28,2068
Bourgogne-Franche-Comté,2017-07-29,1734
Bourgogne-Franche-Comté,2017-07-30,1598
Bourgogne-Franche-Comté,2017-07-31,1884
Bourgogne-Franche-Comté,2017-08-01,1931
Bourgogne-Franche-Comté,2017-08-02,1923
Bourgogne-Franche-Comté,2017-08-03,1954
Bourgogne-Franche-Comté,2017-08-04,1881
Bourgogne-Franche-Comté,2017-08-05,1658
Bourgogne-Franche-Comté,2017-08-06,1504
Bourgogne-Franche-Comté,2017-08-07,1731
Bourgogne-Franche-Comté,2017-08-08,1782
Bourgogne-Franche-Comté,2017-08-09,1768
Bourgogne-Franche-Comté,2017-08-10,1771
Bourgogne-Franche-Comté,2017-08-11,1768
Bourgogne-Franche-Comté,2017-08-12,1571
Bourgogne-Franche-Comté,2017-08-13,1445
Bourgogne-Franche-Comté,2017-08-14,1617
Bourgogne-Franche-Comté,2017-08-15,1572
Bourgogne-Franche-Comté,2017-08-16,1791
Bourgogne-Franche-Comté,2017-08-17,1899
Bourgogne-Franche-Comté,2017-08-18,1894
Bourgogne-Franche-Comté,2017-08-19,1609
Bourgogne-Franche-Comté,2017-08-20,1472
Bourgogne-Franche-Comté,2017-08-21,1901
Bourgogne-Franche-Comté,2017-08-22,2036
Bourgogne-Franche-Comté,2017-08-23,2080
